output_prefix	name	motif_id	cluster	total_tfbs	K4me1_mean_score	K4me1_bound	K4me2_mean_score	K4me2_bound	K4me1_K4me2_change	K4me1_K4me2_pvalue	K4me1_K4me2_highlighted
Arnt_MA0004.1	Arnt	MA0004.1	C_Mlxip	78	1.09807	4	0.80291	1	-0.58074	1.36511E-65	True
PAX6_MA0069.1	PAX6	MA0069.1	C_PAX6	151	2.10272	13	0.2708	1	0.2118	1.23850E-44	False
RORA_MA0071.1	RORA	MA0071.1	C_RORA	156	1.88549	11	0.31554	3	0.1569	6.14588E-33	False
RXRAVDR_MA0074.1	RXRA::VDR	MA0074.1	C_RXRA::VDR	96	2.49463	11	0.16381	1	0.42682	4.23017E-58	True
REL_MA0101.1	REL	MA0101.1	C_REL	100	1.57999	6	0.41435	0	-0.12396	3.95946E-17	False
RELA_MA0107.1	RELA	MA0107.1	C_REL	106	1.46067	5	0.49232	1	-0.20345	1.55604E-32	False
NR1H2RXRA_MA0115.1	NR1H2::RXRA	MA0115.1	C_NR1H2::RXRA	166	1.97557	12	0.32652	4	0.19188	1.32089E-37	False
Znf423_MA0116.1	Znf423	MA0116.1	C_Znf423	84	1.64195	8	0.28271	1	0.1527	3.81585E-22	False
NFICTLX1_MA0119.1	NFIC::TLX1	MA0119.1	C_NFIC::TLX1	119	1.76811	7	0.45106	2	-0.00347	6.37396E-02	False
ZNF354C_MA0130.1	ZNF354C	MA0130.1	C_ZNF354C	356	1.7864	19	0.22645	2	0.18702	9.16334E-53	False
Pou5f1Sox2_MA0142.1	Pou5f1::Sox2	MA0142.1	C_POU2F1::SOX2	878	2.15366	84	0.12848	2	0.41317	1.31348E-102	True
EWSR1-FLI1_MA0149.1	EWSR1-FLI1	MA0149.1	C_EWSR1-FLI1	401	1.67578	30	0.24118	5	0.16864	6.71862E-57	False
Arid3a_MA0151.1	Arid3a	MA0151.1	C_Arid3a	485	1.6128	24	0.22775	6	0.16724	3.01044E-57	False
INSM1_MA0155.1	INSM1	MA0155.1	C_INSM1	275	2.11372	21	0.2846	3	0.18992	7.62368E-47	False
RARARXRA_MA0159.1	RARA::RXRA	MA0159.1	C_RARA::RXRA	191	2.01489	16	0.29817	2	0.14627	2.07402E-33	False
PLAG1_MA0163.1	PLAG1	MA0163.1	C_PLAG1	344	2.37018	46	0.26422	1	0.28431	3.18007E-71	False
Tfcp2l1_MA0145.2	Tfcp2l1	MA0145.2	C_Tfcp2l1	136	1.73191	12	0.22579	0	0.11744	1.13199E-19	False
DUX4_MA0468.1	DUX4	MA0468.1	C_DUX4	171	1.91608	13	0.18614	2	0.32781	2.54145E-60	False
Sox6_MA0515.1	Sox6	MA0515.1	C_Sox6	701	2.16353	72	0.13828	5	0.40713	3.01698E-98	True
ESR2_MA0258.2	ESR2	MA0258.2	C_ESR2	178	2.18455	19	0.25227	3	0.27191	1.43304E-55	False
SREBF1_MA0595.1	SREBF1	MA0595.1	C_SREBF1	210	2.06877	20	0.34735	4	0.14742	1.93239E-38	False
SREBF2_MA0596.1	SREBF2	MA0596.1	C_SREBF1	214	1.88637	14	0.27391	2	0.13777	4.52965E-31	False
KLF5_MA0599.1	KLF5	MA0599.1	C_KLF5	616	2.06365	51	0.43106	14	0.06538	7.77164E-26	False
Atf1_MA0604.1	Atf1	MA0604.1	C_Atf1	89	1.08206	5	1.19846	6	-0.68417	9.53967E-77	True
Creb3l2_MA0608.1	Creb3l2	MA0608.1	C_Creb3l2	55	1.64047	3	0.70514	1	-0.27191	1.30584E-37	False
FOXG1_MA0613.1	FOXG1	MA0613.1	C_Foxo3	223	1.49929	11	0.35008	2	-0.03162	7.74957E-04	False
Foxj2_MA0614.1	Foxj2	MA0614.1	C_Foxo3	159	1.52288	8	0.39355	2	-0.06352	7.83468E-14	False
BHLHE41_MA0636.1	BHLHE41	MA0636.1	C_BHLHE41	50	1.48292	4	0.77291	1	-0.37376	9.75778E-35	False
ELF4_MA0641.1	ELF4	MA0641.1	C_Erg	86	1.46667	6	1.19424	4	-0.50661	3.43348E-63	True
FOXI1_MA0042.2	FOXI1	MA0042.2	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXL1_MA0033.2	FOXL1	MA0033.2	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
HNF1B_MA0153.2	HNF1B	MA0153.2	C_HNF1B	117	2.21737	12	0.26402	1	0.26503	1.89609E-44	False
HSF1_MA0486.2	HSF1	MA0486.2	C_HSF4	71	1.57833	8	0.58965	2	-0.21535	7.29608E-33	False
IRF9_MA0653.1	IRF9	MA0653.1	C_IRF8	91	1.3722	3	0.28314	1	0.09129	3.87317E-10	False
JDP2_MA0655.1	JDP2	MA0655.1	C_FOSL1::JUN	142	2.1916	14	0.18915	0	0.32987	3.25589E-58	False
MEF2B_MA0660.1	MEF2B	MA0660.1	C_MEF2D	84	1.8143	9	0.77513	2	-0.18473	5.40003E-25	False
MLX_MA0663.1	MLX	MA0663.1	C_Mlxip	48	0.9793	3	0.94605	1	-0.78889	5.33698E-64	True
MSC_MA0665.1	MSC	MA0665.1	C_MSC	254	1.73172	14	0.30703	1	0.07835	4.75451E-19	False
MYF6_MA0667.1	MYF6	MA0667.1	C_MSC	144	1.69587	9	0.25309	0	0.07785	3.15183E-10	False
NEUROG2_MA0669.1	NEUROG2	MA0669.1	C_ATOH7	113	1.38201	2	0.34174	2	-0.11452	1.49123E-18	False
Nr2e1_MA0676.1	Nr2e1	MA0676.1	C_Nr2e1	164	1.78755	11	0.114	0	0.34688	5.34473E-58	False
OLIG2_MA0678.1	OLIG2	MA0678.1	C_BHLHA15	58	1.1952	1	0.43686	1	-0.22818	3.29003E-31	False
PAX4_MA0068.2	PAX4	MA0068.2	C_VAX2	59	1.89766	3	0.19152	0	0.26383	6.49748E-32	False
Rxra_MA0512.2	Rxra	MA0512.2	C_NR2C2	185	2.07996	15	0.27717	2	0.21017	9.70824E-46	False
SRF_MA0083.3	SRF	MA0083.3	C_SRF	45	1.86531	4	0.32511	0	0.06217	2.12234E-04	False
TBXT_MA0009.2	TBXT	MA0009.2	C_TBX19	122	2.04924	10	0.28232	2	0.22127	6.77824E-41	False
TBX20_MA0689.1	TBX20	MA0689.1	C_TBR1	547	2.46575	70	0.16069	5	0.4573	1.81419E-107	True
TFAP4_MA0691.1	TFAP4	MA0691.1	C_TFAP4	205	1.79665	14	0.38999	2	0.00038	6.21393E-02	False
ZIC1_MA0696.1	ZIC1	MA0696.1	C_ZIC5	310	1.75426	23	0.34621	3	0.04786	3.96973E-08	False
PHOX2A_MA0713.1	PHOX2A	MA0713.1	C_PHOX2A	104	1.62955	6	0.13859	0	0.2267	6.61630E-37	False
PROP1_MA0715.1	PROP1	MA0715.1	C_PHOX2A	84	1.65883	7	0.25622	0	0.09672	7.28904E-12	False
VENTX_MA0724.1	VENTX	MA0724.1	C_VENTX	174	2.24851	9	0.20593	2	0.31463	7.53373E-62	False
Nr2F6_MA0728.1	Nr2F6	MA0728.1	C_Rarb	182	1.88956	12	0.21964	1	0.2189	9.51546E-47	False
RARA_MA0729.1	RARA	MA0729.1	C_RARA	177	1.89119	14	0.19972	1	0.2107	1.38088E-42	False
RARA_MA0730.1	RARA	MA0730.1	C_RARA	172	1.87732	15	0.38911	2	0.01676	4.84044E-02	False
BCL6B_MA0731.1	BCL6B	MA0731.1	C_BCL6B	78	1.29514	0	0.39513	1	-0.11178	1.82729E-12	False
EGR2_MA0472.2	EGR2	MA0472.2	C_EGR4	166	1.84783	16	0.57574	6	-0.08163	7.26858E-16	False
GLIS2_MA0736.1	GLIS2	MA0736.1	C_GLIS2	169	2.01547	10	0.20424	0	0.26981	1.21499E-52	False
GLIS3_MA0737.1	GLIS3	MA0737.1	C_GLIS3	160	2.07002	13	0.30344	1	0.14877	1.01598E-24	False
KLF16_MA0741.1	KLF16	MA0741.1	C_KLF16	691	2.19701	68	0.40233	14	0.13556	5.66843E-52	False
ZNF143_MA0088.2	ZNF143	MA0088.2	C_ZNF76	172	1.89444	9	0.26035	1	0.18221	8.67392E-35	False
E2F7_MA0758.1	E2F7	MA0758.1	C_E2F7	74	1.25999	0	0.50412	2	-0.23592	6.85705E-34	False
HSF2_MA0770.1	HSF2	MA0770.1	C_HSF4	64	1.51279	4	0.59326	2	-0.22735	1.39303E-28	False
HSF4_MA0771.1	HSF4	MA0771.1	C_HSF4	56	1.49616	4	0.62308	2	-0.2385	2.99555E-27	False
MEF2D_MA0773.1	MEF2D	MA0773.1	C_MEF2D	93	1.71552	8	0.79429	3	-0.21436	9.99047E-34	False
MEIS2_MA0774.1	MEIS2	MA0774.1	C_MEIS1	194	1.78789	12	0.4054	5	0.03847	4.16514E-11	False
MYBL1_MA0776.1	MYBL1	MA0776.1	C_MYBL1	45	2.18491	4	0.31186	1	0.34273	4.12291E-39	False
MYBL2_MA0777.1	MYBL2	MA0777.1	C_MYBL2	54	1.81318	3	0.29515	1	0.16903	1.28656E-16	False
NFKB1_MA0105.4	NFKB1	MA0105.4	C_NFKB1	68	1.85264	2	0.27268	1	0.16879	1.00720E-21	False
PAX3_MA0780.1	PAX3	MA0780.1	C_Pax7	40	1.46837	0	0.17038	1	0.34945	9.19523E-34	False
PKNOX2_MA0783.1	PKNOX2	MA0783.1	C_PKNOX2	213	1.945	17	0.33621	2	0.08932	1.87200E-17	False
POU3F2_MA0787.1	POU3F2	MA0787.1	C_POU3F2	821	2.18667	71	0.19745	3	0.30438	8.23391E-84	True
POU3F3_MA0788.1	POU3F3	MA0788.1	C_POU3F2	608	2.09252	46	0.18124	2	0.29789	1.68418E-84	True
POU3F4_MA0789.1	POU3F4	MA0789.1	C_POU3F2	705	2.17989	61	0.19106	3	0.30778	1.42915E-83	True
POU5F1B_MA0792.1	POU5F1B	MA0792.1	C_POU3F2	809	2.15246	67	0.19592	3	0.28754	6.80385E-87	True
PROX1_MA0794.1	PROX1	MA0794.1	C_PROX1	50	1.30045	2	0.8425	1	-0.46098	2.79429E-55	True
SMAD3_MA0795.1	SMAD3	MA0795.1	C_SMAD5	48	1.57324	1	0.2685	0	0.09137	5.29723E-04	False
TGIF1_MA0796.1	TGIF1	MA0796.1	C_PKNOX2	203	1.98563	17	0.31654	2	0.12013	2.58475E-25	False
TGIF2_MA0797.1	TGIF2	MA0797.1	C_PKNOX2	180	1.96783	14	0.34056	2	0.09526	2.90383E-22	False
RUNX2_MA0511.2	RUNX2	MA0511.2	C_Bcl11B	106	1.4652	6	0.26779	0	-0.00807	7.02452E-01	False
MGA_MA0801.1	MGA	MA0801.1	C_TBR1	544	2.44744	65	0.14437	5	0.48254	9.80318E-97	True
TBX15_MA0803.1	TBX15	MA0803.1	C_TBR1	524	2.45546	65	0.15038	3	0.45602	1.45615E-93	True
TBX1_MA0805.1	TBX1	MA0805.1	C_TBR1	544	2.44587	66	0.14477	3	0.45869	3.20793E-100	True
TBX4_MA0806.1	TBX4	MA0806.1	C_TBR1	524	2.45546	65	0.15038	3	0.45602	1.45615E-93	True
TBX5_MA0807.1	TBX5	MA0807.1	C_TBR1	513	2.52725	67	0.17768	5	0.41365	4.24935E-93	True
TEAD3_MA0808.1	TEAD3	MA0808.1	C_TEAD2	136	1.57206	6	0.40844	1	-0.07725	1.80965E-09	False
TFAP2B_MA0813.1	TFAP2B	MA0813.1	C_TFAP2A	105	1.87806	11	0.28589	1	0.21121	4.75149E-34	False
TFAP2C_MA0815.1	TFAP2C	MA0815.1	C_TFAP2A	86	1.72057	6	0.34905	1	0.1031	5.98851E-13	False
Ascl2_MA0816.1	Ascl2	MA0816.1	C_MYF5	266	1.85737	18	0.34027	2	0.06941	1.58730E-16	False
HES7_MA0822.1	HES7	MA0822.1	C_HES7	33	2.13096	5	0.59274	1	0.16276	3.79777E-15	False
HEY1_MA0823.1	HEY1	MA0823.1	C_HEY1	54	1.66174	6	0.56284	1	-0.21983	4.07098E-30	False
OLIG1_MA0826.1	OLIG1	MA0826.1	C_BHLHA15	62	1.06008	0	0.36012	1	-0.27118	5.89352E-31	False
OLIG3_MA0827.1	OLIG3	MA0827.1	C_BHLHA15	66	1.11176	1	0.33845	1	-0.19931	6.83854E-28	False
CEBPG_MA0838.1	CEBPG	MA0838.1	C_CEBPE	67	1.62694	3	0.47279	2	-0.07963	2.61240E-11	False
FOXB1_MA0845.1	FOXB1	MA0845.1	C_FOXC2	241	1.70795	16	0.23447	2	0.15737	8.99776E-41	False
FOXC1_MA0032.2	FOXC1	MA0032.2	C_FOXC2	237	1.59631	12	0.23895	2	0.13588	3.61273E-29	False
FOXO4_MA0848.1	FOXO4	MA0848.1	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXO6_MA0849.1	FOXO6	MA0849.1	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXP3_MA0850.1	FOXP3	MA0850.1	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
RXRB_MA0855.1	RXRB	MA0855.1	C_NR2C2	191	2.05755	13	0.28409	3	0.2084	2.09380E-49	False
RXRG_MA0856.1	RXRG	MA0856.1	C_NR2C2	179	2.02698	12	0.27332	2	0.20662	7.02586E-42	False
Rarb_MA0857.1	Rarb	MA0857.1	C_Rarb	171	1.87285	13	0.23931	3	0.22372	5.58965E-43	False
Rarb_MA0858.1	Rarb	MA0858.1	C_RARA	159	1.84207	15	0.41868	3	0.02949	4.92248E-02	False
Rarg_MA0860.1	Rarg	MA0860.1	C_Rarg	140	1.80324	9	0.3501	1	0.05323	1.50664E-05	False
TP63_MA0525.2	TP63	MA0525.2	C_TP63	68	1.71636	7	0.20678	0	0.18603	6.74516E-17	False
TP53_MA0106.3	TP53	MA0106.3	C_TP53	75	1.66956	7	0.28554	1	0.08526	6.12796E-09	False
GMEB2_MA0862.1	GMEB2	MA0862.1	C_GMEB2	31	1.09971	2	0.78713	0	-0.51641	5.10880E-36	True
MTF1_MA0863.1	MTF1	MA0863.1	C_MTF1	149	1.79184	11	0.40902	2	0.03947	2.79289E-03	False
E2F1_MA0024.3	E2F1	MA0024.3	C_E2F1	33	1.24609	1	0.64158	2	-0.35839	2.12502E-29	False
SOX21_MA0866.1	SOX21	MA0866.1	C_SOX21	195	2.02969	20	0.15944	0	0.33355	3.34150E-64	False
Sox1_MA0870.1	Sox1	MA0870.1	C_SOX21	203	2.05841	20	0.15951	1	0.33711	2.08510E-63	False
TFAP2A_MA0872.1	TFAP2A	MA0872.1	C_TFAP2A	98	1.78259	8	0.35341	1	0.08877	2.42632E-11	False
ZNF24_MA1124.1	ZNF24	MA1124.1	C_ZNF24	309	1.92556	16	0.23985	2	0.22736	1.29293E-54	False
ZSCAN4_MA1155.1	ZSCAN4	MA1155.1	C_ZSCAN4	681	1.82457	51	0.25612	6	0.18155	1.20758E-66	False
FOSBJUN_MA1127.1	FOSB::JUN	MA1127.1	C_FOSL2::JUND	167	1.55913	10	0.61719	2	-0.2353	2.36117E-46	False
FOSL1JUN_MA1129.1	FOSL1::JUN	MA1129.1	C_FOSL2::JUND	124	1.362	4	0.8252	2	-0.42828	1.07212E-60	True
FOSBJUNB_MA1136.1	FOSB::JUNB	MA1136.1	C_FOSL2::JUND	142	1.49358	9	0.75969	3	-0.33414	1.41878E-55	False
IRF5_MA1420.1	IRF5	MA1420.1	C_IRF5	91	1.76629	7	0.35087	2	0.06999	8.75716E-08	False
TCF7L1_MA1421.1	TCF7L1	MA1421.1	C_TCF7L1	246	1.56008	9	0.18358	1	0.20164	1.54027E-44	False
ATOH7_MA1468.1	ATOH7	MA1468.1	C_ATOH7	99	1.52932	1	0.29957	1	-0.00399	7.64776E-01	False
FERD3L_MA1485.1	FERD3L	MA1485.1	C_FERD3L	126	1.36975	4	0.6477	2	-0.33272	7.83990E-54	False
FOXN3_MA1489.1	FOXN3	MA1489.1	C_Foxo3	416	1.72199	27	0.31777	3	0.07057	1.48585E-15	False
HES6_MA1493.1	HES6	MA1493.1	C_HES6	72	1.6395	5	0.50698	1	-0.14352	1.46128E-17	False
IRF6_MA1509.1	IRF6	MA1509.1	C_IRF6	39	1.29084	1	0.8125	2	-0.39622	3.57152E-38	False
NR2F1_MA1538.1	NR2F1	MA1538.1	C_NR2F1	111	2.16788	9	0.20907	0	0.29275	9.41517E-44	False
NR2F6_MA1539.1	NR2F6	MA1539.1	C_NR2F1	89	2.18781	8	0.16272	0	0.34924	3.74264E-52	False
RXRB_MA1555.1	RXRB	MA1555.1	C_RXRG	97	2.11746	10	0.27547	1	0.18722	9.39376E-30	False
RXRG_MA1556.1	RXRG	MA1556.1	C_RXRG	93	2.05338	11	0.37461	2	0.14621	1.18209E-27	False
SMAD5_MA1557.1	SMAD5	MA1557.1	C_SMAD5	39	1.89787	3	0.29318	0	0.19108	8.20391E-17	False
TFAP4_MA1570.1	TFAP4	MA1570.1	C_TFAP4	65	1.40675	3	0.1771	0	0.08099	3.15398E-05	False
TGIF2LX_MA1571.1	TGIF2LX	MA1571.1	C_PKNOX2	115	1.91097	7	0.46593	2	-0.05171	4.49910E-07	False
TGIF2LY_MA1572.1	TGIF2LY	MA1572.1	C_PKNOX2	107	1.72126	6	0.42754	1	-0.06916	5.10438E-08	False
ZBTB32_MA1580.1	ZBTB32	MA1580.1	C_ZBTB32	171	1.89701	13	0.19282	2	0.2711	9.58293E-47	False
ZNF135_MA1587.1	ZNF135	MA1587.1	C_ZNF135	185	2.00417	16	0.34726	2	0.10543	1.04611E-24	False
ZNF136_MA1588.1	ZNF136	MA1588.1	C_ZNF136	72	1.65024	4	0.49123	4	-0.04702	2.38925E-06	False
ZNF382_MA1594.1	ZNF382	MA1594.1	C_ZNF382	159	1.93051	16	0.30002	2	0.20169	5.18271E-38	False
ZNF460_MA1596.1	ZNF460	MA1596.1	C_ZNF460	281	2.15947	31	0.26147	2	0.25354	1.69782E-61	False
ZNF528_MA1597.1	ZNF528	MA1597.1	C_ZNF528	126	1.80602	9	0.27803	2	0.15096	3.07610E-24	False
HOXA5_MA0158.2	HOXA5	MA0158.2	C_HOXA5	76	2.24474	7	0.19051	1	0.33658	6.32402E-45	False
HOXD3_MA0912.2	HOXD3	MA0912.2	C_VAX2	137	2.00068	14	0.16347	1	0.34826	7.52404E-54	False
NEUROG1_MA0623.2	NEUROG1	MA0623.2	C_BHLHA15	55	1.44033	2	0.42524	1	-0.17168	6.17130E-19	False
ZNF707_MA1715.1	ZNF707	MA1715.1	C_ZNF707	184	1.88707	14	0.3746	3	0.08222	9.63488E-19	False
ZNF8_MA1718.1	ZNF8	MA1718.1	C_ZNF8	84	1.44524	3	0.47031	2	-0.10798	3.90488E-11	False
Foxn1_MA1684.1	Foxn1	MA1684.1	C_Foxn1	134	1.98479	14	0.86246	5	-0.16025	8.51715E-30	False
ELK1HOXA1_MA1931.1	ELK1::HOXA1	MA1931.1	C_HOXB2::ELK1	74	1.30257	2	0.91775	2	-0.49705	2.80305E-62	True
HOXB2ELK1_MA1957.1	HOXB2::ELK1	MA1957.1	C_HOXB2::ELK1	88	1.49937	4	0.78115	4	-0.29421	1.76741E-44	False
POU2F1SOX2_MA1962.1	POU2F1::SOX2	MA1962.1	C_POU2F1::SOX2	789	2.15279	73	0.14004	2	0.39196	6.20336E-99	True
ZFP14_MA1972.1	ZFP14	MA1972.1	C_ZFP14	328	1.80377	18	0.37419	2	0.01279	8.06686E-02	False
ZNF418_MA1980.1	ZNF418	MA1980.1	C_ZNF418	250	1.91179	20	0.09633	0	0.40051	1.19856E-75	True
ZNF669_MA1985.1	ZNF669	MA1985.1	C_ZNF669	96	1.954	7	0.34527	0	0.07639	4.24381E-10	False
SP1_MA0079.5	SP1	MA0079.5	C_ZNF281	536	2.24634	52	0.37337	10	0.17882	1.04356E-58	False
RFX1_MA0509.3	RFX1	MA0509.3	C_RFX1	111	1.92842	13	0.68467	5	-0.10973	2.49674E-15	False
SP2_MA0516.3	SP2	MA0516.3	C_ZNF281	512	2.08825	47	0.60702	16	-0.02001	2.13232E-03	False
BHLHA15_MA0607.2	BHLHA15	MA0607.2	C_BHLHA15	62	1.1139	1	0.5891	2	-0.37836	8.92608E-39	False
SP4_MA0685.2	SP4	MA0685.2	C_ZNF281	495	2.2633	56	0.44101	10	0.12012	5.43633E-40	False
KLF14_MA0740.2	KLF14	MA0740.2	C_KLF5	483	2.06775	36	0.4727	14	0.04718	4.95285E-12	False
KLF12_MA0742.2	KLF12	MA0742.2	C_ZNF281	441	1.97421	36	0.58496	10	-0.07775	2.22255E-26	False
RFX3_MA0798.3	RFX3	MA0798.3	C_RFX1	134	1.93219	14	0.63758	6	-0.06701	7.22541E-06	False
BHLHE22_MA0818.2	BHLHE22	MA0818.2	C_BHLHA15	47	0.98474	0	0.45191	1	-0.34233	1.72631E-32	False
HES5_MA0821.2	HES5	MA0821.2	C_HEY1	42	1.92987	5	0.65203	1	-0.20425	4.82044E-22	False
TFE3_MA0831.3	TFE3	MA0831.3	C_BHLHE41	58	1.6392	6	0.68783	1	-0.33553	1.05970E-43	False
CDX1_MA0878.3	CDX1	MA0878.3	C_HOXD9	139	1.63697	7	0.14446	0	0.21703	5.72905E-44	False
DUXA_MA0884.2	DUXA	MA0884.2	C_DUXA	63	1.94879	6	0.17082	1	0.44011	1.36054E-49	True
KLF10_MA1511.2	KLF10	MA1511.2	C_KLF5	509	2.11571	43	0.42431	12	0.08393	8.90656E-31	False
NR1D2_MA1532.2	NR1D2	MA1532.2	C_NR1D1	203	2.1932	21	0.20688	0	0.31665	2.40930E-64	False
PITX2_MA1547.2	PITX2	MA1547.2	C_PITX3	147	1.57601	9	0.17654	1	0.21853	9.17542E-38	False
SOX18_MA1563.2	SOX18	MA1563.2	C_Sox7	236	2.11208	25	0.19901	1	0.29134	1.54934E-61	False
Thap11_MA1573.2	Thap11	MA1573.2	C_Thap11	115	2.13427	15	0.48227	5	0.09628	9.64136E-15	False
ZNF75D_MA1601.2	ZNF75D	MA1601.2	C_ZNF75D	229	2.02815	22	0.30506	3	0.18647	2.58682E-43	False
BACH1_MA1633.2	BACH1	MA1633.2	C_FOSL1::JUN	168	1.96296	10	0.30267	2	0.19305	3.12955E-36	False
mix-a_MA0621.2	mix-a	MA0621.2	C_VAX2	100	1.58555	3	0.07484	0	0.38949	4.23312E-60	False
ARNTHIF1A_MA0259.2	ARNT::HIF1A	MA0259.2	C_ARNT::HIF1A	497	1.52003	33	0.55989	13	-0.20676	6.49921E-60	False
Pgr_MA2323.1	Pgr	MA2323.1	C_Pgr	115	1.75447	7	0.21525	0	0.19921	1.43312E-36	False
Ddit3Cebpa_MA0019.2	Ddit3::Cebpa	MA0019.2	C_Ddit3::Cebpa	101	1.96308	8	0.31673	0	0.07064	2.13487E-11	False
Foxq1_MA0040.2	Foxq1	MA0040.2	C_Foxq1	160	1.53869	4	0.29612	1	0.01288	8.31034E-02	False
HOXB1_MA2093.1	HOXB1	MA2093.1	C_VAX2	69	2.05256	5	0.1591	1	0.38841	5.74028E-52	False
PAX8_MA2094.1	PAX8	MA2094.1	C_PAX1	88	1.62487	9	0.91955	5	-0.31489	3.89587E-41	False
ZNF524_MA2096.1	ZNF524	MA2096.1	C_ZNF524	90	1.48684	6	0.53204	1	-0.19679	2.54373E-26	False
ZNF75A_MA2097.1	ZNF75A	MA2097.1	C_ZNF75A	335	1.68975	20	0.27084	3	0.13425	5.70387E-37	False
ZNF766_MA2098.1	ZNF766	MA2098.1	C_ZNF766	153	1.64404	6	0.1834	0	0.17487	2.47558E-34	False
ZNF770_MA2099.1	ZNF770	MA2099.1	C_ZNF770	226	1.58544	11	0.42472	3	-0.08462	4.71345E-19	False
ZSCAN16_MA2100.1	ZSCAN16	MA2100.1	C_ZSCAN16	242	2.0417	24	0.22733	1	0.25161	1.43932E-54	False
ZNF677_MA2101.1	ZNF677	MA2101.1	C_ZNF677	226	1.73121	16	0.20289	1	0.20421	4.30432E-51	False
ZBTB17_MA2102.1	ZBTB17	MA2102.1	C_ZBTB17	7	2.1021	1	0.0	0	1.13415	6.54397E-26	True
FOXP4_MA2117.1	FOXP4	MA2117.1	C_Foxo3	224	1.61909	13	0.43011	4	-0.05341	1.19178E-06	False
FOXS1_MA2118.1	FOXS1	MA2118.1	C_Foxo3	298	1.57943	16	0.36836	5	-0.00379	1.08681E-02	False
HOXA3_MA2119.1	HOXA3	MA2119.1	C_VAX2	69	2.05256	5	0.1591	1	0.38841	5.74028E-52	False
ZNF184_MA2120.1	ZNF184	MA2120.1	C_ZNF184	178	1.68371	12	0.30217	2	0.10492	6.18094E-15	False
ZNF213_MA2121.1	ZNF213	MA2121.1	C_ZNF213	171	2.0216	16	0.39512	4	0.12024	6.17287E-29	False
BCL11A_MA2324.1	BCL11A	MA2324.1	C_BCL11A	157	1.78204	9	0.27439	1	0.10979	6.23279E-24	False
EPAS1_MA2325.1	EPAS1	MA2325.1	C_EPAS1	56	1.65362	5	0.53777	2	-0.13018	2.09589E-16	False
IKZF2_MA2326.1	IKZF2	MA2326.1	C_Elf5	515	1.69299	35	0.41146	15	0.02872	5.06132E-06	False
PGR_MA2327.1	PGR	MA2327.1	C_PGR	133	1.82437	8	0.25369	1	0.14746	1.82836E-23	False
ZBED4_MA2328.1	ZBED4	MA2328.1	C_ZBED4	160	1.91403	17	0.78279	5	-0.23183	7.03824E-43	False
ZBTB11_MA2329.1	ZBTB11	MA2329.1	C_ELK4	151	1.5101	11	0.92513	7	-0.35917	1.92105E-67	False
ZBTB24_MA2330.1	ZBTB24	MA2330.1	C_ZBTB24	165	2.03313	22	0.34471	1	0.0747	1.56707E-13	False
ZNF157_MA2331.1	ZNF157	MA2331.1	C_ZNF157	157	1.85501	15	0.23462	1	0.20473	3.45087E-40	False
ZNF175_MA2332.1	ZNF175	MA2332.1	C_Erg	261	1.70297	17	0.51254	7	-0.03589	4.66846E-09	False
ZNF35_MA2333.1	ZNF35	MA2333.1	C_ZNF35	30	1.40447	1	0.15503	0	0.17573	3.24581E-14	False
ZNF547_MA2334.1	ZNF547	MA2334.1	C_ZNF547	316	2.06076	29	0.23357	1	0.24646	3.35885E-66	False
ZNF558_MA2335.1	ZNF558	MA2335.1	C_ZNF558	246	1.90515	21	0.11581	1	0.37914	1.61004E-75	False
ZSCAN21_MA2336.1	ZSCAN21	MA2336.1	C_ZSCAN21	143	1.9295	13	0.26714	2	0.16894	1.01136E-30	False
FEZF2_MA2341.1	FEZF2	MA2341.1	C_FEZF2	222	1.84163	19	0.39828	2	0.0196	5.82022E-01	False
ALX3_MA0634.2	ALX3	MA0634.2	C_VAX2	184	1.86534	10	0.15109	1	0.32109	2.84294E-59	False
TBX21_MA0690.3	TBX21	MA0690.3	C_TBR1	639	2.5589	80	0.162	4	0.44887	4.23123E-98	True
ARGFX_MA1463.2	ARGFX	MA1463.2	C_VAX2	92	1.80722	4	0.16066	0	0.27235	6.06869E-46	False
ARNT2_MA1464.2	ARNT2	MA1464.2	C_Mlxip	59	1.16934	3	0.89715	1	-0.6008	5.40166E-60	True
ASCL1_MA1100.3	ASCL1	MA1100.3	C_MYF5	171	1.81781	11	0.40064	2	0.01807	5.42545E-02	False
ASCL1_MA1631.2	ASCL1	MA1631.2	C_TCF3	192	1.89182	14	0.42294	4	0.00416	1.62165E-01	False
ATF2_MA1632.2	ATF2	MA1632.2	C_FOSL2::JUND	243	1.61628	14	0.57945	3	-0.18075	6.79348E-45	False
ATF3_MA0605.3	ATF3	MA0605.3	C_FOSL2::JUND	134	1.55371	9	0.71292	2	-0.30407	2.84032E-57	False
ATF4_MA0833.3	ATF4	MA0833.3	C_CEBPG	154	1.6875	7	0.34418	1	0.03273	1.21297E-03	False
