Gene_ID	RPM_R1_TP1	RPM_R1_TP2	RPM_R1_TP3	RPM_R1_TP4	RPM_R1_TP5	RPM_R1_TP6	RPM_R1_TP7	RPM_R1_TP8	RPM_R1_TP9	RPM_R2_TP1	RPM_R2_TP2	RPM_R2_TP3	RPM_R2_TP4	RPM_R2_TP5	RPM_R2_TP6	RPM_R2_TP7	RPM_R2_TP8	RPM_R2_TP9	classification	sub_classification
atp10d	5.62241545	7.7836804	7.66545103	8.91431679	4.92766539	3.12033899	7.49783734	10.9223085	3.32819682	9.11779048	6.10911421	7.44942585	4.32031227	6.4157834	7.90301563	8.46384703	8.75982394	3.51502947	M	M_stable
atp1b3b	210.840579	255.749499	272.494421	226.286503	255.112277	120.445085	152.768436	250.638236	75.0693282	178.386889	244.138305	161.652541	217.095692	136.870046	248.046922	274.017048	286.286973	150.507171	M	M_stable
atp2a2a	365.457004	239.626161	257.163519	295.543887	297.067828	170.994577	211.501495	254.374816	77.2881261	224.404914	208.614937	181.517676	198.194325	140.790802	321.509045	333.616637	281.508888	196.84165	M	M_stable
atp2a3	19.6784541	28.9108129	27.8181691	27.2572379	31.3962681	13.7294916	16.5577241	25.0063378	14.4221862	31.322292	18.5536061	26.0729905	37.8027324	22.4552419	38.0781662	33.5027278	31.4557314	29.0788801	M	M_stable
atp2b1a	92.7698549	78.3927812	75.7890562	115.200402	64.2004405	60.5345765	66.8557163	79.9053093	50.2927519	80.7728969	57.0183993	67.7897752	56.7040986	52.039132	86.9331719	78.9959056	99.1452801	110.244106	M	M_stable
atp2b2	134.937971	106.19164	125.243579	135.086185	157.544502	80.504746	93.7229668	140.265435	80.6163229	127.112726	107.701421	143.773919	113.948236	110.494047	119.802532	181.267391	206.254036	155.619941	M	M_stable
atp2c1	62.5493718	106.747617	82.2181441	61.5430717	85.7413778	45.5569493	49.0483526	77.8933051	35.500766	52.0250398	80.3235387	53.1392377	80.4658161	44.9104838	73.2825086	89.9283747	73.2639821	59.7555009	M	M_stable
atp5mea	40.762512	26.6869042	22.9963531	36.1715547	20.6961946	36.1959323	27.8044801	21.8446169	12.2033883	37.5438432	62.90125	41.4684706	39.9628885	27.8017281	49.7530757	23.9808999	46.9845102	30.6766208	M	M_stable
atp6v0a2b	248.089082	286.328243	269.527149	210.857878	257.083343	119.19695	189.945213	295.189758	82.0955215	216.681609	234.408975	167.115453	201.43456	153.265937	240.862363	321.273527	257.618459	124.304224	M	M_stable
atp7a	47.0877294	41.6982879	43.890889	48.685884	38.8581614	18.0979662	36.2395472	41.1023713	14.0523866	43.2290537	35.0708408	29.5493892	27.5419907	27.0888632	49.0346197	33.8553881	38.6228601	27.1615913	M	M_stable
atpaf1	2.10840579	2.77988586	4.82181597	2.40000837	3.37897055	1.2481356	1.24963956	4.31143755	1.47919858	3.75438432	1.58384442	2.23482775	5.94042937	1.42572964	3.77189382	3.52660293	6.37078105	4.15412573	M	M_stable
atrnl1b	32.3288888	27.2428814	30.5381678	35.1429796	26.6093931	21.842373	23.7431516	39.3777963	19.5993813	29.3914658	44.3476439	22.8449059	23.2216785	23.5245391	38.9762362	39.8506131	41.8082506	37.3871316	M	M_stable
atxn1a	4.21681158	7.22770323	6.55272427	5.31430424	5.91319847	8.11288138	2.811689	12.6468835	8.50539186	3.53984807	1.58384442	3.72471292	13.5009759	4.99005375	7.00494567	7.05320586	1.59269526	3.19548133	M	M_stable
atxn7l1	5.62241545	5.55977172	6.92363319	4.28572922	4.22371319	2.49627119	4.06132856	5.46115424	2.21879788	5.47067429	6.10911421	4.9662839	3.78027324	2.13859447	5.56803374	4.23192352	7.5653025	2.23683693	M	M_stable
bag4	65.3605796	55.5977172	60.7054267	54.5144757	41.5331797	25.5867797	38.4264164	71.8572926	26.9953742	61.3573665	51.3618121	43.2066699	38.8828104	28.5145929	81.9039802	69.1214174	79.6347631	72.2178781	M	M_stable
bag5	19.6784541	37.2504705	51.1854311	37.8858463	41.3923893	30.5793221	34.6774977	57.4858341	40.3081614	42.585445	23.3051394	45.1931835	36.7226543	29.9403225	48.3161637	37.7346513	54.1516389	37.0675835	M	M_stable
baiap2a	7.73082124	7.7836804	4.69817967	5.82859175	3.09738967	3.12033899	3.74891867	5.46115424	1.84899823	4.39799306	4.75153327	1.48988517	2.16015614	4.99005375	4.3107358	4.23192352	6.76895487	5.7518664	M	M_stable
bbs2	4.21681158	3.8918402	8.15999626	9.60003346	7.74347419	3.12033899	5.62337801	7.7605876	2.95839717	6.32881928	1.81010791	7.20111165	6.48046841	3.92075652	9.87876954	4.58458381	11.1488668	8.30825147	M	M_stable
bbs7	4.21681158	5.55977172	5.56363381	7.2000251	4.50529407	1.2481356	1.87445934	4.88629589	4.06779611	5.89974678	4.75153327	2.73145614	5.40039034	2.49502688	6.82533168	3.87926322	6.37078105	5.7518664	M	M_stable
bcap29	6.32521738	8.89563475	5.56363381	5.65716258	5.35003671	2.49627119	5.31096812	8.04801677	2.95839717	3.32531182	3.16768885	5.46291229	3.78027324	8.91081027	7.18455966	4.58458381	5.57443342	7.34960707	M	M_stable
bcap31	72.3885989	63.3813976	69.7308771	80.9145678	64.0596501	46.1810171	65.2936669	58.3481216	42.896759	73.6932007	85.075072	60.5886636	55.6240205	66.2964284	77.9524723	64.5368336	62.5132891	68.7028487	M	M_stable
bcas3	63.9549757	67.2732378	72.9454211	64.4573675	53.5003671	34.3237289	33.1154483	65.2464217	26.9953742	66.2917002	85.5275989	40.2268996	45.9033179	38.138268	77.4136304	70.1793983	109.895973	57.1991159	M	M_stable
bcl2l13	102.609082	90.624279	116.589037	127.88616	119.531083	62.4067799	97.4718855	99.7379221	62.1263406	125.289168	128.065135	109.754874	101.527338	106.216858	118.724848	115.672576	135.777271	104.811788	M	M_stable
bcl7bb	21.7868599	22.795064	26.8290786	46.2858756	22.2448895	19.3461018	14.6832648	31.3297796	18.1201827	36.1493576	14.0283363	36.7505008	22.6816394	20.6730798	31.2528345	18.3383352	34.641122	37.7066797	M	M_stable
birc6	61.8465699	63.3813976	53.0399757	48.5144548	45.3345216	36.1959323	34.0526779	66.1087092	32.1725692	45.5889524	41.8587455	46.4347545	56.1640595	43.4847541	73.1028946	50.0777616	37.8265125	49.2104125	M	M_stable
bivm	5.62241545	15.0113836	12.6109033	9.42860429	8.16584551	1.8722034	4.99855823	10.060021	4.43759575	7.18696426	3.16768885	5.21459809	12.4208978	4.63362134	8.4418576	7.05320586	7.96347631	7.34960707	M	M_stable
blmh	10.542029	16.123338	14.094539	13.3714752	14.6422057	8.73694918	13.7460351	14.6588877	7.02619328	15.1248054	6.78790468	11.9190814	16.7412101	21.3859447	15.2671893	15.5170529	13.5379097	20.7706287	M	M_stable
blvrb	52.7101448	32.8026531	44.5090705	58.6287758	31.3962681	28.0830509	34.6774977	44.5515214	25.1463759	42.585445	37.1072122	43.2066699	26.4619127	19.2473502	54.4230394	42.6718954	62.5132891	43.138998	M	M_stable
bmi1a	150.399613	225.170754	260.501699	246.858003	208.651432	128.557967	169.95098	208.098719	74.3297289	242.318691	145.034897	201.382812	220.875965	160.394585	252.716886	248.272846	198.29056	124.623772	M	M_stable
bmt2	125.801546	106.747617	112.13813	118.800414	74.4781426	58.6623731	87.7871789	141.702581	62.4961402	130.759842	148.428849	93.3661373	86.9462845	91.959562	135.069722	124.136423	163.649438	155.619941	M	M_stable
bnip3lb	39.3569081	32.246676	37.7090736	48.5144548	36.4647239	34.3237289	29.9913494	40.527513	19.9691809	34.2185313	45.7052248	28.059504	22.6816394	19.6037826	48.6753917	43.377216	50.5680746	40.9021611	M	M_stable
borcs7	15.4616425	25.0189727	22.3781716	28.9715296	17.598805	13.7294916	12.4963956	23.2817628	8.13559222	27.6751758	16.2909712	25.5763621	12.9609368	22.8116743	28.7382387	22.5702587	27.0758195	28.4397839	M	M_stable
brox	2.81120772	3.8918402	5.68727012	6.51430842	3.66055143	3.74440679	3.43650878	5.17372506	3.32819682	3.64711619	3.16768885	6.70448326	2.70019517	5.34648616	6.4661037	4.9372441	9.15799776	5.11277013	M	M_stable
brpf3a	7.73082124	4.44781737	4.94545228	6.51430842	3.37897055	2.49627119	5.9357879	4.31143755	0	2.68170308	6.10911421	7.44942585	5.94042937	2.49502688	7.18455966	4.23192352	6.76895487	2.55638507	M	M_stable
brwd3	4.21681158	6.67172606	2.10181722	1.71429169	2.67501836	3.12033899	3.74891867	8.33544594	5.17719505	2.57443496	0.67879047	0.99325678	5.40039034	1.42572964	3.23305185	2.11596176	0	5.7518664	M	M_stable
btd	22.4896618	20.0151782	24.8508977	25.371517	22.5264704	19.9701696	16.5577241	19.8326127	12.2033883	14.4811966	16.5172347	20.361764	15.121093	15.6830261	23.3498189	21.8649382	35.0392958	18.5337917	M	M_stable
btr12	34.4372946	23.3510412	34.4945296	62.4002175	15.6277388	19.3461018	11.8715758	37.9406505	24.036977	26.3879583	8.82427608	34.0190447	15.661132	14.2572964	61.4279851	20.454297	25.0849504	66.7855599	M	M_stable
BX005454.1	7.73082124	17.2352923	17.309083	11.3143252	8.58821683	5.61661019	8.7474769	7.7605876	6.65639363	10.8340805	11.3131745	9.43593941	10.2607416	8.91081027	12.0341374	10.2271485	14.7324312	7.98870333	M	M_stable
BX005461.1	17.5700483	5.00379454	7.41817842	15.7714835	7.74347419	8.73694918	13.1212153	12.3594543	6.65639363	20.5954797	14.2545998	9.6842536	5.94042937	12.118702	9.87876954	9.16916762	13.5379097	17.8946955	M	M_stable
BX085193.1	4.21681158	6.11574889	2.34908983	1.54286252	3.80134187	6.24067799	1.87445934	5.46115424	2.95839717	1.8235581	0.67879047	2.97977034	2.70019517	3.92075652	3.77189382	2.11596176	1.59269526	0.9586444	M	M_stable
BX088688.3	3.51400965	6.67172606	5.3163612	5.31430424	3.09738967	3.74440679	4.37373845	4.88629589	1.84899823	5.47067429	1.58384442	5.46291229	3.2402342	1.42572964	5.20880576	3.87926322	2.38904289	3.19548133	M	M_stable
BX294178.2	8.43362317	19.459201	15.8254473	18.0000627	15.7685293	11.8572882	11.8715758	13.7966002	8.50539186	17.1628997	11.9919649	18.6235646	8.64062454	10.6929723	25.5051868	21.8649382	19.9086908	8.94734773	M	M_stable
BX663519.1	25.3008695	22.795064	32.5163487	38.7429922	27.5949262	43.6847459	32.8030384	34.4915004	25.1463759	23.0626465	36.6546853	33.2741021	31.322264	29.5838901	26.5828708	21.8649382	25.0849504	16.6165029	M	M_stable
c2cd5	146.885604	110.08348	123.265398	122.743285	114.744208	112.332204	96.5346558	151.187744	89.4915144	94.825021	110.642846	98.8290496	91.2665967	110.137615	157.521471	134.010911	207.448558	153.702652	M	M_stable
ca5a	19.6784541	20.0151782	20.8945359	18.8572086	23.2304226	14.3535594	14.9956747	26.4434837	11.0939894	19.4155303	14.9333903	19.120193	19.4414052	17.4651881	20.296381	18.3383352	25.4831242	20.7706287	M	M_stable
CABZ01057928.1	14.0560386	32.8026531	19.2872639	9.9428918	21.4001468	23.7145764	16.870134	35.3537879	18.4899823	15.4466098	12.8970189	16.6370511	34.0224591	12.118702	31.2528345	19.7489764	17.1214741	13.7405697	M	M_stable
CABZ01059627.2	3.51400965	2.77988586	3.09090767	4.62858756	2.8158088	2.49627119	4.37373845	3.44915004	3.32819682	6.00701491	2.48889838	7.20111165	2.16015614	3.92075652	3.77189382	3.17394264	3.98173816	3.8345776	M	M_stable
CABZ01061524.1	3.51400965	6.11574889	6.18181535	7.2000251	6.75794111	5.61661019	7.18542745	6.03601258	2.95839717	8.68871799	7.69295863	5.95954068	3.2402342	4.27718893	7.36417365	4.58458381	10.750693	5.43231827	M	M_stable
CABZ01067002.1	10.542029	13.3434521	10.1381772	3.42858338	12.1079778	14.9776272	12.1839857	14.6588877	12.2033883	1.60902185	2.94142536	2.73145614	5.40039034	4.27718893	4.3107358	2.82128234	1.99086908	4.47367387	M	M_stable
CABZ01067973.1	4.91961352	4.44781737	4.20363444	2.91429587	4.50529407	9.98508478	7.18542745	8.91030428	8.50539186	5.89974678	2.71516187	14.4022233	16.201171	7.12864822	8.26224361	4.9372441	4.77808579	10.5450884	M	M_stable
CABZ01068246.1	10.542029	16.123338	12.1163581	17.1429169	16.6132719	9.36101698	21.5562824	17.8206086	8.50539186	12.3358342	15.8384442	12.1673956	12.9609368	8.55437786	13.6506634	22.922919	15.5287788	9.586444	M	M_stable
CABZ01069022.2	5.62241545	17.7912695	8.40726888	4.11430006	3.51976099	3.74440679	4.99855823	20.4074711	10.7241897	3.75438432	3.62021583	3.72471292	22.1416004	5.70291858	21.733293	7.75852644	2.78721671	11.5037328	M	M_stable
CABZ01073424.2	2.81120772	10.5635663	9.27272302	4.11430006	7.32110287	2.49627119	5.9357879	7.47315843	6.28659399	1.8235581	2.26263489	2.73145614	7.02050744	6.05935099	5.74764773	5.28990439	7.96347631	6.07141453	M	M_stable
CABZ01081777.1	19.6784541	20.5711553	30.4145315	24.1715128	24.638327	9.98508478	14.3708549	32.1920671	8.50539186	26.2806902	20.363714	15.1471659	18.9013662	12.4751344	28.3790107	31.0341058	31.4557314	22.0488212	M	M_stable
CABZ01083442.1	7.02801931	3.8918402	3.83272552	3.94287089	1.97106616	0	3.12409889	6.03601258	1.10939894	8.79598611	8.59801259	9.6842536	5.40039034	4.99005375	11.1360675	10.5798088	9.95434539	10.8646365	M	M_stable
CABZ01086293.1	45.6821255	39.4743792	37.7090736	38.9144214	23.7935843	26.8349153	24.3679714	30.7549212	10.3543901	36.1493576	38.0122662	29.7977034	31.322264	31.3660522	50.2919176	50.4304219	37.8265125	17.2555992	M	M_stable
CABZ01086877.1	2.10840579	4.44781737	5.06908859	5.48573341	2.95659924	0	1.24963956	6.89830009	1.47919858	2.78897121	5.20406025	3.72471292	4.32031227	2.13859447	8.26224361	5.64256469	3.98173816	4.47367387	M	M_stable
CABZ01100185.1	162.347246	95.6280735	121.905399	120.171847	81.6584551	87.3694918	139.022401	124.456831	85.4237183	103.513739	324.23558	112.982959	81.0058551	119.048425	120.341374	82.8751688	155.287788	109.60501	M	M_stable
CABZ01111953.1	26.7064734	11.1195434	12.6109033	14.228621	12.9527205	16.8498306	20.6190527	18.9703252	17.750383	14.5884648	17.8748157	25.5763621	9.72070261	12.8315668	15.0875753	14.459072	21.501386	22.6879175	M	M_stable
CABZ01115113.1	19.6784541	15.5673608	19.1636276	16.8000586	15.3461579	11.2332204	15.6204945	20.1200419	11.463789	13.4085154	30.3193076	13.4089665	12.4208978	13.5444316	24.2478889	13.7537514	18.7141693	12.7819253	M	M_stable
cachd1	98.3922703	108.415548	102.618135	90.3431721	95.4559182	58.0383053	63.7316174	144.864302	52.1417501	86.4581074	92.5417671	72.0111165	69.1249964	57.0291858	99.6857653	134.010911	134.980923	100.657662	M	M_stable
cacna1i	7.73082124	10.5635663	7.29454211	8.22860011	8.30663595	10.6091526	6.87301756	8.91030428	3.32819682	8.36691362	9.95559353	4.7179697	7.56054648	2.85145929	8.6214716	8.46384703	10.3525192	8.6277996	M	M_stable
calm1a	215.760193	392.519883	264.952606	185.829219	221.04099	150.400339	147.769878	306.399496	103.174101	178.494157	222.190746	162.397483	221.416004	140.43437	243.197345	312.45702	223.773684	163.608644	M	M_stable
calr	46.3849274	88.9563475	80.2399632	61.0287842	74.1965618	48.0532205	54.0469108	88.8156136	35.1309664	83.5618681	58.1497167	83.1852553	108.007807	50.9698348	105.792641	86.4017718	89.9872823	71.5787819	M	M_stable
calr3a	267.767536	440.33392	509.628857	522.858965	524.585179	259.612204	307.411331	491.79131	143.112463	331.458501	305.681974	278.360213	402.869119	240.94831	464.122554	592.469292	501.300834	361.408939	M	M_stable
calua	28.8148792	40.0303564	31.1563494	32.4001129	23.0896321	28.7071187	31.5533988	31.9046379	24.7765763	41.4054956	36.2021583	37.7437576	36.7226543	27.0888632	39.8743061	31.7394264	36.631991	53.6840864	M	M_stable
camk2g1	230.519033	209.603394	200.290817	209.657874	190.771046	152.896611	189.632803	246.326799	143.482263	201.77134	211.782626	181.765991	203.594716	161.463882	217.871772	226.760568	218.995599	214.097249	M	M_stable
camk4	4.21681158	3.8918402	3.83272552	2.40000837	0.7039522	0	4.99855823	2.58686253	1.47919858	8.68871799	9.50306655	6.70448326	3.2402342	5.70291858	5.92726172	6.70054557	7.96347631	3.19548133	M	M_stable
cap1	13.3532367	31.1347216	33.5054392	36.514413	42.2371319	63.0308477	59.6702889	42.252088	44.7457572	31.5368283	19.0061331	38.4887002	65.3447231	69.1478877	52.0880576	31.3867661	27.8721671	28.759332	M	M_stable
capgb	13.3532367	21.6831097	20.6472633	17.3143461	9.99612122	10.6091526	10.6219362	18.9703252	7.02619328	14.803001	17.4222887	19.120193	13.5009759	8.55437786	13.6506634	10.2271485	16.7233003	13.1014735	M	M_stable
capn15	30.220483	33.3586303	30.6618041	29.8286754	28.4396688	60.5345765	50.922812	41.9646589	40.3081614	36.7929663	34.6183139	39.2336428	43.7431618	42.7718893	40.2335341	13.0484308	16.3251264	30.6766208	M	M_stable
capn1a	16.8672463	21.6831097	16.9381741	22.285792	18.1619667	18.0979662	18.4321835	17.2457502	11.463789	22.0972334	29.1879901	22.0999633	14.5810539	19.6037826	20.1167671	14.8117323	18.7141693	22.0488212	M	M_stable
capn2a	2.81120772	5.55977172	3.5854529	5.31430424	4.08292275	2.49627119	2.811689	6.32344175	1.47919858	4.07618869	4.52526979	0.99325678	5.94042937	3.56432411	6.82533168	5.28990439	9.55617157	6.7105108	M	M_stable
caprin2	766.054105	1627.34518	1390.66118	1231.03286	1632.18357	668.376612	829.448256	1489.45796	465.577755	878.096858	455.468404	757.854923	1061.1767	767.398981	1071.57707	1720.62957	1353.3928	942.986542	M	M_stable
cars	43.5737197	41.1423107	34.1236207	33.9429755	27.7357166	18.722034	12.1839857	33.0543546	18.1201827	39.152865	23.7576664	35.5089299	28.0820298	26.3759984	37.1800963	38.0873116	51.762596	44.7367387	M	M_stable
casp2	11.9476328	7.22770323	12.9818122	9.60003346	5.20924627	6.24067799	3.74891867	10.6348793	2.58859752	11.0486167	7.69295863	10.180882	7.56054648	6.4157834	15.0875753	9.52182791	7.16712868	10.5450884	M	M_stable
cblb	3.51400965	12.7874749	9.89090456	7.88574177	7.74347419	5.61661019	7.18542745	9.77259179	1.84899823	6.97242802	6.78790468	6.20785487	7.02050744	5.70291858	10.0583835	12.3431103	7.16712868	5.43231827	M	M_stable
cbr1l	7.02801931	6.11574889	14.3418116	15.257196	9.01058815	4.36847459	10.3095263	8.91030428	5.54699469	12.0140298	3.84647932	6.20785487	6.48046841	3.56432411	10.4176115	9.16916762	10.750693	5.11277013	M	M_stable
cbx3b	103.311884	75.0569182	76.6545103	67.7145217	67.7202015	44.3088137	63.4192075	87.6658969	22.9275781	65.5408234	106.570103	50.1594674	58.8642547	50.9698348	77.7728584	88.1650732	94.7653681	47.2931237	M	M_stable
cc2d2a	18.9756521	8.89563475	14.9599931	24.0000837	13.9382535	6.24067799	16.5577241	15.8086044	5.91679434	15.2320735	15.3859173	10.180882	17.2812491	11.7622696	21.553679	13.7537514	20.7050384	25.5638507	M	M_stable
ccdc106b	78.7138162	95.6280735	87.410869	74.057401	78.4202749	57.4142375	63.7316174	100.60021	78.0277254	78.6275344	66.7477293	66.0515759	105.307612	59.1677802	89.6273818	71.5900395	81.2274584	73.8156188	M	M_stable
ccdc120	40.0597101	24.4629955	28.0654417	34.2858338	20.2738233	19.3461018	18.1197736	25.5811962	14.7919858	29.1769295	22.1738219	17.878622	12.4208978	8.19794545	25.3255728	16.5750338	37.0301649	25.2443025	M	M_stable
ccdc171	0.70280193	8.33965757	5.3163612	3.08572504	7.03952199	4.36847459	3.12409889	8.91030428	2.21879788	2.03809434	1.81010791	1.48988517	3.78027324	3.56432411	5.38841975	3.52660293	1.59269526	1.59774067	M	M_stable
ccdc191	1.40560386	7.22770323	7.41817842	7.54288344	4.92766539	4.36847459	3.74891867	5.17372506	3.32819682	4.6125293	5.43032374	2.73145614	5.94042937	2.13859447	7.90301563	3.87926322	3.98173816	4.47367387	M	M_stable
ccdc85cb	4.91961352	4.44781737	5.56363381	8.40002928	4.08292275	3.74440679	2.49927911	6.61087092	0	4.39799306	1.58384442	5.46291229	2.70019517	2.85145929	5.56803374	3.87926322	3.58356434	2.55638507	M	M_stable
ccdc92	4.21681158	1.66793151	5.56363381	7.02859593	4.36450363	11.8572882	13.4336252	7.47315843	4.8073954	9.11779048	5.43032374	11.6707672	8.10058551	8.91081027	6.4661037	5.64256469	2.78721671	7.98870333	M	M_stable
ccdc96	4.91961352	4.44781737	6.30545166	4.9714459	3.66055143	1.8722034	4.99855823	3.73657921	1.47919858	5.79247866	5.20406025	4.9662839	5.94042937	4.63362134	9.51954155	7.40586615	9.15799776	5.43231827	M	M_stable
ccna1	2205.39246	2349.00355	2178.10082	2035.37852	3101.75418	1394.79153	2013.79415	3294.80058	1124.93052	2054.18456	2882.82312	1508.75705	2187.69813	1448.89775	2792.81795	4017.1534	3365.36509	2056.29224	M	M_stable
ccnd3	6.32521738	9.45161192	11.0036313	12.3429002	11.4040256	18.0979662	13.1212153	12.3594543	7.02619328	14.1593923	8.59801259	12.1673956	12.9609368	12.118702	13.4710494	8.81650732	7.16712868	9.90599213	M	M_stable
cd276	7.73082124	13.8994293	11.0036313	12.6857585	11.8263969	10.6091526	8.43506701	10.3474501	4.43759575	10.6195442	11.539438	11.9190814	13.5009759	8.55437786	9.51954155	11.2851294	15.9269526	11.8232809	M	M_stable
cd82b	188.350917	95.0720963	108.79995	140.400489	116.152113	144.159662	109.968281	133.941993	96.5177077	127.649067	147.071268	140.049206	86.4062454	121.899885	130.758986	126.957705	132.990054	131.334283	M	M_stable
cdc123	2.10840579	8.33965757	8.7781778	5.82859175	6.33556979	0.6240678	6.56060767	8.91030428	3.32819682	3.00350745	1.81010791	8.93931102	5.40039034	6.77221581	9.33992756	4.9372441	7.16712868	2.23683693	M	M_stable
cdc34a	70.2801931	153.449699	129.323577	92.4003221	188.236818	73.0159325	92.1609173	155.78661	56.2095462	98.257601	77.3821133	74.4942585	148.510734	83.4051842	116.569481	202.427008	157.676831	104.811788	M	M_stable
